drugname,rating,condition,class
Eylea,9.4,Diabetic Macular Edema,A
Fluocinolone,9.0,Diabetic Macular Edema,B
Aflibercept,8.75,Diabetic Macular Edema,B
Nucynta ER,8.89655172413793,Diabetic Peripheral Neuropathy,B
Regadenoson,9.0,Diagnosis and Investigation,B
Lexiscan,8.75,Diagnosis and Investigation,B
Methacholine,7.0,Diagnosis and Investigation,C
Provocholine,7.0,Diagnosis and Investigation,C
Calmoseptine,10.0,Diaper Rash,A
Menthol / zinc oxide,10.0,Diaper Rash,A
Miconazole / zinc oxide,10.0,Diaper Rash,A
Triple Paste,10.0,Diaper Rash,A
Vusion,10.0,Diaper Rash,A
Zinc oxide,10.0,Diaper Rash,A
Boudreaux Butt Paste,9.333333333333334,Diaper Rash,A
Attapulgite,10.0,Diarrhea,A
Imodium A-D,10.0,Diarrhea,A
Lonox,10.0,Diarrhea,A
Paregoric,10.0,Diarrhea,A
Pepto-Bismol,9.833333333333334,Diarrhea,A
Loperamide,9.75,Diarrhea,A
Opium,9.7,Diarrhea,A
Lotronex,9.642857142857142,Diarrhea,A
Florastor,9.5,Diarrhea,A
Atropine / diphenoxylate,9.44,Diarrhea,A
Bismuth subsalicylate,9.333333333333334,Diarrhea,A
Lomotil,9.285714285714286,Diarrhea,A
Raspberry,9.0,Diarrhea,B
Saccharomyces boulardii lyo,8.6,Diarrhea,B
Imotil,8.0,Diarrhea,C
Atropine / difenoxin,10.0,"Diarrhea, Acute",A
Motofen,10.0,"Diarrhea, Chronic",A
Imodium,9.75,"Diarrhea, Chronic",A
Welchol,9.4,"Diarrhea, Chronic",A
Colesevelam,9.37037037037037,"Diarrhea, Chronic",A
Paromomycin,10.0,Dientamoeba fragilis,A
Ascorbic acid,10.0,Dietary Supplementation,A
Cerefolin NAC,10.0,Dietary Supplementation,A
CoQ10,10.0,Dietary Supplementation,A
Glutamine,10.0,Dietary Supplementation,A
L-Methylfolate Calcium,10.0,Dietary Supplementation,A
Liquid Co-Q10,10.0,Dietary Supplementation,A
Magnesium gluconate,10.0,Dietary Supplementation,A
Vitamin C,10.0,Dietary Supplementation,A
Ubiquinone,9.833333333333334,Dietary Supplementation,A
Chondroitin / glucosamine,9.5,Dietary Supplementation,A
Arginine,9.4,Dietary Supplementation,A
Multivitamin,9.333333333333334,Dietary Supplementation,A
Amino acids,9.0,Dietary Supplementation,B
Biotin,9.0,Dietary Supplementation,B
Coenzyme Q10,9.0,Dietary Supplementation,B
Diosmiplex,9.0,Dietary Supplementation,B
Vasculera,9.0,Dietary Supplementation,B
Bifidobacterium infantis / lactobacillus acidophilus,8.333333333333334,Dietary Supplementation,B
Dehydroepiandrosterone,8.0,Dietary Supplementation,C
Phillips Colon Health,8.0,Dietary Supplementation,C
Zinc gluconate,7.0,Dietary Supplementation,C
Ciprofloxacin,8.968944099378882,Diverticulitis,B
Flagyl,8.695652173913043,Diverticulitis,B
Lifitegrast,9.133333333333333,Dry Eye Disease,A
Xiidra,8.925925925925926,Dry Eye Disease,B
Lacrisert,8.833333333333334,Dry Eye Disease,B
Corn Huskers Lotion,10.0,Dry Skin,A
Dexpanthenol,10.0,Dry Skin,A
Lac-Hydrin,10.0,Dry Skin,A
Lactic acid,10.0,Dry Skin,A
Lanolin,10.0,Dry Skin,A
Biafine,9.857142857142858,Dry Skin,A
Ammonium lactate,9.666666666666666,Dry Skin,A
Urea,9.6,Dry Skin,A
EpiCeram,9.5,Dry Skin,A
X-Viate,9.5,Dry Skin,A
Emollients,9.409090909090908,Dry Skin,A
Nutraplus,9.0,Dry Skin,B
Bag Balm,8.0,Dry Skin,C
Aveeno,7.0,Dry Skin,C
Methscopolamine,9.166666666666666,Dumping Syndrome,A
Collagenase clostridium histolyticum,10.0,Dupuytren's contracture,A
Xiaflex,10.0,Dupuytren's contracture,A
ProAmatine,9.0,Dysautonomia,B
Mestinon,8.5,Dysautonomia,B
Osphena,9.0,Dyspareunia,B
Ospemifene,8.666666666666666,Dyspareunia,B
Myobloc,10.0,Dystonia,A
Flavoxate,10.0,Dysuria,A
Uricalm,9.875,Dysuria,A
Phenazopyridine,9.222222222222221,Dysuria,A
Uristat,8.0,Dysuria,C
Acetic acid / antipyrine / benzocaine / polycosanol,10.0,Ear Wax Impaction,A
Debrox,10.0,Ear Wax Impaction,A
Cortizone-10,10.0,Eczema,A
Dermatop,10.0,Eczema,A
Desonate,10.0,Eczema,A
Dexpak Taperpak,10.0,Eczema,A
Halog-E,10.0,Eczema,A
Westcort,10.0,Eczema,A
Dupilumab,9.666666666666666,Eczema,A
Flurandrenolide,9.666666666666666,Eczema,A
Mometasone,9.637931034482758,Eczema,A
Prednicarbate,9.5,Eczema,A
Topicort,9.5,Eczema,A
Desonide,9.391304347826088,Eczema,A
Halcinonide,9.333333333333334,Eczema,A
Dupixent,9.307692307692308,Eczema,A
Elidel,9.222222222222221,Eczema,A
Pimecrolimus,9.142857142857142,Eczema,A
DesOwen,9.0,Eczema,B
Halog,9.0,Eczema,B
Psorcon E,9.0,Eczema,B
Bumetanide,10.0,Edema,A
Chlorothiazide,10.0,Edema,A
Torsemide,10.0,Edema,A
Dyazide,9.5,Edema,A
Hydrochlorothiazide / spironolactone,9.5,Edema,A
Hydrochlorothiazide / triamterene,9.266666666666667,Edema,A
Lasix,9.071428571428571,Edema,A
Furosemide,8.89655172413793,Edema,B
Bumex,8.5,Edema,B
Ethacrynic acid,8.0,Edema,C
Triamterene,7.5,Edema,C
EContra EZ,10.0,Emergency Contraception,A
Opcicon One-Step,10.0,Emergency Contraception,A
Take Action,10.0,Emergency Contraception,A
Plan B,9.678227360308286,Emergency Contraception,A
Aftera,9.605263157894736,Emergency Contraception,A
Plan B One-Step,9.59349593495935,Emergency Contraception,A
My Way,9.545454545454545,Emergency Contraception,A
Ulipristal,9.257142857142858,Emergency Contraception,A
Next Choice,9.208333333333334,Emergency Contraception,A
ella,9.181818181818182,Emergency Contraception,A
Fallback Solo,8.0,Emergency Contraception,C
Megace,9.5,Endometrial Cance,A
Progesterone,8.071428571428571,"Endometrial Hyperplasia, Prophylaxis",B
Danocrine,10.0,Endometriosis,A
Danazol,9.4,Endometriosis,A
Goserelin,9.23076923076923,Endometriosis,A
Levlen,9.166666666666666,Endometriosis,A
Medroxyprogesterone,8.96174863387978,Endometriosis,B
Lupron Depot,8.833333333333334,Endometriosis,B
Leuprolide,8.775280898876405,Endometriosis,B
Nafarelin,8.5,Endometriosis,B
Synarel,7.0,Endometriosis,C
Mebaral,10.0,Epilepsy,A
Felbatol,9.5,Epilepsy,A
Mephobarbital,9.5,Epilepsy,A
Carbatrol,9.285714285714286,Epilepsy,A
Levetiracetam,8.882352941176471,Epilepsy,B
Carbamazepine,8.861386138613861,Epilepsy,B
Damiana,10.0,Erectile Dysfunction,A
Viagra,9.6,Erectile Dysfunction,A
Tadalafil,9.438661710037175,Erectile Dysfunction,A
Sildenafil,9.398550724637682,Erectile Dysfunction,A
Edex,9.352941176470589,Erectile Dysfunction,A
Caverject Impulse,9.333333333333334,Erectile Dysfunction,A
Avanafil,9.176470588235293,Erectile Dysfunction,A
Alprostadil,9.148936170212766,Erectile Dysfunction,A
Muse,9.142857142857142,Erectile Dysfunction,A
Levitra,9.135593220338983,Erectile Dysfunction,A
Stendra,9.066666666666666,Erectile Dysfunction,A
Vardenafil,9.066666666666666,Erectile Dysfunction,A
Caverject,9.0,Erectile Dysfunction,B
Staxyn,9.0,Erectile Dysfunction,B
Yohimbine,9.0,Erectile Dysfunction,B
Rabeprazole,9.625,Erosive Esophagitis,A
Nexium,9.491525423728813,Erosive Esophagitis,A
Omeprazole,9.25,Erosive Esophagitis,A
Conivaptan,9.0,Euvolemic Hyponatremia,B
Vaprisol,9.0,Euvolemic Hyponatremia,B
Mucomyst,10.0,Expectoration,A
Acetylcysteine,9.555555555555555,Expectoration,A
Benztropine,9.5,Extrapyramidal Reaction,A
Artane,9.0,Extrapyramidal Reaction,B
Cogentin,9.0,Extrapyramidal Reaction,B
Trihexyphenidyl,8.0,Extrapyramidal Reaction,C
Hypotears,10.0,Eye Redness,A
Prefrin,10.0,Eye Redness,A
Refresh PM,10.0,Eye Redness,A
Systane,10.0,Eye Redness,A
Tetrahydrozoline,10.0,Eye Redness,A
Visine Original,10.0,Eye Redness,A
Systane Balance,9.666666666666666,Eye Redness,A
FreshKote,9.571428571428571,Eye Redness,A
Ocular lubricant,9.423076923076923,Eye Redness,A
GenTeal,9.0,Eye Redness,B
TheraTears,9.0,Eye Redness,B
FML Forte Liquifilm,7.0,Eye Redness,C
Systane Ultra,7.0,Eye Redness,C
Tetrahydrozoline / zinc sulfate,9.5,Eye Redness/Itching,A
Visine Totality Multi-Symptom Relief,9.5,Eye Redness/Itching,A
Naphazoline / pheniramine,9.142857142857142,Eye Redness/Itching,A
Opcon-A,8.5,Eye Redness/Itching,B
Axid,10.0,GERD,A
Calcium carbonate / simethicone,10.0,GERD,A
Mylanta,10.0,GERD,A
Nexium 24HR,10.0,GERD,A
Nizatidine,10.0,GERD,A
Pepcid AC Chewable Tablets,10.0,GERD,A
Zegerid OTC,10.0,GERD,A
Aluminum hydroxide / magnesium trisilicate,9.666666666666666,GERD,A
Zegerid,9.666666666666666,GERD,A
Kapidex,9.647058823529411,GERD,A
Esomeprazole,9.5,GERD,A
Prilosec OTC,9.5,GERD,A
Prevacid,9.466666666666667,GERD,A
Pantoprazole,9.38888888888889,GERD,A
Dexilant,9.351851851851851,GERD,A
Aluminum hydroxide / magnesium hydroxide / simethicone,9.333333333333334,GERD,A
Zantac,9.235294117647058,GERD,A
Dexlansoprazole,9.192307692307692,GERD,A
Zantac 150,9.133333333333333,GERD,A
Ranitidine,9.12,GERD,A
Famotidine,9.0,GERD,B
Sucralfate,8.928571428571429,GERD,B
Prilosec,8.882352941176471,GERD,B
Pepcid,8.25,GERD,B
Nexium IV,8.0,GERD,C
Prevacid OTC,8.0,GERD,C
Citric acid / simethicone / sodium bicarbonate,10.0,Gas,A
Devrom,10.0,Gas,A
Gas-X,9.8,Gas,A
Simethicone,9.333333333333334,Gas,A
Gelusil,9.0,Gas,B
Cerezyme,9.0,Gaucher Disease,B
Imiglucerase,9.0,Gaucher Disease,B
Escitalopram,9.122877122877123,Generalized Anxiety Disorde,A
Seroquel,8.873417721518987,Generalized Anxiety Disorde,B
Insulin isophane,9.0,Gestational Diabetes,B
Peridex,10.0,Gingivitis,A
Periogard,10.0,Gingivitis,A
Brimonidine / timolol,9.0,Glaucoma,B
Alphagan P,10.0,"Glaucoma, Open Angle",A
Istalol,10.0,"Glaucoma, Open Angle",A
Travoprost,10.0,"Glaucoma, Open Angle",A
Brimonidine / brinzolamide,9.666666666666666,"Glaucoma, Open Angle",A
Xalatan,9.666666666666666,"Glaucoma, Open Angle",A
Tafluprost,9.5,"Glaucoma, Open Angle",A
Dorzolamide,9.0,"Glaucoma, Open Angle",B
Lumigan,9.0,"Glaucoma, Open Angle",B
Simbrinza,9.0,"Glaucoma, Open Angle",B
Timolol,8.333333333333334,"Glaucoma, Open Angle",B
Cosopt,8.0,"Glaucoma, Open Angle",C
Dorzolamide / timolol,7.0,"Glaucoma, Open Angle",C
Timoptic Ocudose,7.0,"Glaucoma, Open Angle",C
Trusopt,7.0,"Glaucoma, Open Angle",C
Zioptan,9.0,Glaucoma/Intraocular Hypertension,B
Temodar,9.2,Glioblastoma Multiforme,A
Benemid,10.0,Gout,A
Lesinurad,10.0,Gout,A
Zurampic,10.0,Gout,A
Krystexxa,9.666666666666666,Gout,A
Pegloticase,9.666666666666666,Gout,A
Aloprim,9.5,Gout,A
Probenecid,9.5,Gout,A
Febuxostat,9.391304347826088,Gout,A
Uloric,9.291666666666666,Gout,A
Allopurinol,9.181818181818182,Gout,A
Zyloprim,9.0,Gout,B
Solu-Medrol,9.666666666666666,"Gout, Acute",A
Colcrys,9.333333333333334,"Gout, Acute",A
Methylprednisolone,9.288288288288289,"Gout, Acute",A
Medrol,9.25,"Gout, Acute",A
Indomethacin,9.188235294117646,"Gout, Acute",A
Advil Liqui-Gels,9.166666666666666,"Gout, Acute",A
Indocin,9.125,"Gout, Acute",A
Tolmetin,8.5,"Gout, Acute",B
Fenoprofen,8.0,"Gout, Acute",C
Nalfon,8.0,"Gout, Acute",C
Colchicine / probenecid,10.0,Gouty Arthritis,A
Probenecid and Colchicine,10.0,Gouty Arthritis,A
Sulfinpyrazone,9.0,Gouty Arthritis,B
Atazanavir,10.0,HIV Infection,A
Combivir,10.0,HIV Infection,A
Darunavir,10.0,HIV Infection,A
Emtricitabine / rilpivirine / tenofovir alafenamide,10.0,HIV Infection,A
Enfuvirtide,10.0,HIV Infection,A
Epivir,10.0,HIV Infection,A
Epzicom,10.0,HIV Infection,A
Fuzeon,10.0,HIV Infection,A
Lamivudine / zidovudine,10.0,HIV Infection,A
Odefsey,10.0,HIV Infection,A
Reyataz,10.0,HIV Infection,A
Stribild,9.771929824561404,HIV Infection,A
Cobicistat / elvitegravir / emtricitabine / tenofovir,9.7,HIV Infection,A
Tivicay,9.666666666666666,HIV Infection,A
Truvada,9.555555555555555,HIV Infection,A
Triumeq,9.454545454545455,HIV Infection,A
Abacavir / dolutegravir / lamivudine,9.45,HIV Infection,A
Emtricitabine / tenofovir,9.444444444444445,HIV Infection,A
Atripla,9.412698412698413,HIV Infection,A
Dolutegravir,9.4,HIV Infection,A
Isentress,9.375,HIV Infection,A
Raltegravir,9.375,HIV Infection,A
Cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,9.35483870967742,HIV Infection,A
Efavirenz / emtricitabine / tenofovir,9.343283582089553,HIV Infection,A
Genvoya,9.303030303030303,HIV Infection,A
Emtricitabine / rilpivirine / tenofovir,9.194444444444445,HIV Infection,A
Complera,9.151515151515152,HIV Infection,A
Abacavir / lamivudine / zidovudine,9.0,HIV Infection,B
Trizivir,9.0,HIV Infection,B
Lopinavir / ritonavir,8.666666666666666,HIV Infection,B
Nevirapine,8.5,HIV Infection,B
Efavirenz,8.0,HIV Infection,C
Etravirine,8.0,HIV Infection,C
Kaletra,8.0,HIV Infection,C
Maraviroc,8.0,HIV Infection,C
Selzentry,8.0,HIV Infection,C
Viramune,8.0,HIV Infection,C
Sustiva,7.5,HIV Infection,C
Cladribine,10.0,Hairy Cell Leukemia,A
Leustatin,10.0,Hairy Cell Leukemia,A
Nature-Throid,9.545454545454545,Hashimoto's disease,A
Unithroid,9.5,Hashimoto's disease,A
Levothroid,9.0,Hashimoto's disease,B
Levo-T,8.0,Hashimoto's disease,C
Malathion,10.0,Head Lice,A
Natroba,10.0,Head Lice,A
Ovide,10.0,Head Lice,A
Spinosad,10.0,Head Lice,A
Sklice,9.8125,Head Lice,A
Benzyl alcohol,8.0,Head Lice,C
Ulesfia,8.0,Head Lice,C
Keytruda,9.0,Head and Neck Cance,B
Erbitux,8.0,Head and Neck Cance,C
Acetaminophen / phenylephrine,10.0,Headache,A
Anaprox-DS,10.0,Headache,A
Ascomp with Codeine,10.0,Headache,A
BC Fast Pain Relief,10.0,Headache,A
Excedrin Sinus Headache,10.0,Headache,A
Phrenilin,10.0,Headache,A
Esgic-Plus,9.88888888888889,Headache,A
Acetaminophen / butalbital / caffeine,9.666666666666666,Headache,A
Esgic,9.666666666666666,Headache,A
Aspirin / butalbital / caffeine / codeine,9.578947368421053,Headache,A
Fioricet,9.564102564102564,Headache,A
Acetaminophen / dichloralphenazone / isometheptene mucate,9.4,Headache,A
Dolgic Plus,9.4,Headache,A
Fioricet with Codeine,9.4,Headache,A
Acetaminophen / butalbital / caffeine / codeine,9.375,Headache,A
Advil,9.363636363636363,Headache,A
Acetaminophen / caffeine,9.333333333333334,Headache,A
Bupap,9.333333333333334,Headache,A
Excedrin PM,9.333333333333334,Headache,A
Fiorinal with Codeine,9.25,Headache,A
Acetaminophen / butalbital,9.222222222222221,Headache,A
Acetaminophen / diphenhydramine,9.066666666666666,Headache,A
Advil Migraine,9.0,Headache,B
Epidrin,9.0,Headache,B
Excedrin Tension Headache,9.0,Headache,B
Acetaminophen / caffeine / isometheptene mucate,8.857142857142858,Headache,B
Prodrin,8.5,Headache,B
Streptokinase,10.0,Heart Attack,A
Clopidogrel,9.464285714285714,Heart Attack,A
Plavix,9.380952380952381,Heart Attack,A
Nitrolingual Pumpspray,9.0,Heart Attack,B
Ivabradine,10.0,Heart Failure,A
Entresto,9.666666666666666,Heart Failure,A
Coreg,9.380952380952381,Heart Failure,A
Sacubitril / valsartan,9.25,Heart Failure,A
BiDil,9.0,Heart Failure,B
Hydralazine / isosorbide dinitrate,9.0,Heart Failure,B
Nitrostat,9.0,Heart Failure,B
Isosorbide mononitrate,8.909090909090908,Heart Failure,B
Aciphex,9.7,Helicobacter Pylori Infection,A
Prevpac,8.857142857142858,Helicobacter Pylori Infection,B
Amoxicillin / clarithromycin / lansoprazole,8.852941176470589,Helicobacter Pylori Infection,B
Pylera,8.516129032258064,Helicobacter Pylori Infection,B
Bismuth subcitrate potassium / metronidazole / tetracycline,8.40625,Helicobacter Pylori Infection,B
Advate,9.0,Hemophilia A,B
Antihemophilic factor,8.0,Hemophilia A,C
Nuwiq,8.0,Hemophilia A,C
Alphanine SD,9.0,Hemophilia B,B
RectiCare,10.0,Hemorrhoids,A
Tronolane Anesthetic for Hemorrhoids,10.0,Hemorrhoids,A
Pramoxine,9.75,Hemorrhoids,A
Proctofoam,9.75,Hemorrhoids,A
Analpram-HC,9.714285714285714,Hemorrhoids,A
Proctofoam HC,9.666666666666666,Hemorrhoids,A
Nupercainal,9.6,Hemorrhoids,A
Hydrocortisone / pramoxine,9.454545454545455,Hemorrhoids,A
Proctosol-HC,9.333333333333334,Hemorrhoids,A
Hydrocortisone / lidocaine,9.0,Hemorrhoids,B
LMX 5,9.0,Hemorrhoids,B
Phenylephrine / pramoxine,8.5,Hemorrhoids,B
Generlac,10.0,Hepatic Encephalopathy,A
Enulose,9.0,Hepatic Encephalopathy,B
Epivir-HBV,10.0,Hepatitis B,A
Tenofovir,9.333333333333334,Hepatitis B,A
Lamivudine,9.0,Hepatitis B,B
Viread,9.0,Hepatitis B,B
Boceprevir,10.0,Hepatitis C,A
Daclatasvir,10.0,Hepatitis C,A
Glecaprevir / pibrentasvir,10.0,Hepatitis C,A
Mavyret,10.0,Hepatitis C,A
Rebetol,10.0,Hepatitis C,A
Victrelis,10.0,Hepatitis C,A
Dasabuvir / ombitasvir / paritaprevir / ritonavir,9.8,Hepatitis C,A
Viekira Pak,9.8,Hepatitis C,A
Sovaldi,9.761904761904763,Hepatitis C,A
Simeprevir,9.666666666666666,Hepatitis C,A
Harvoni,9.621301775147929,Hepatitis C,A
Daklinza,9.6,Hepatitis C,A
Ledipasvir / sofosbuvir,9.580459770114942,Hepatitis C,A
Zepatier,9.5625,Hepatitis C,A
Olysio,9.5,Hepatitis C,A
Peginterferon alfa-2a,9.5,Hepatitis C,A
Elbasvir / grazoprevir,9.470588235294118,Hepatitis C,A
Sofosbuvir,9.444444444444445,Hepatitis C,A
Ribavirin,9.333333333333334,Hepatitis C,A
Pegasys,9.2,Hepatitis C,A
Telaprevir,9.142857142857142,Hepatitis C,A
Epclusa,9.11111111111111,Hepatitis C,A
Incivek,9.0,Hepatitis C,B
Sofosbuvir / velpatasvir,8.846153846153847,Hepatitis C,B
Copegus,8.0,Hepatitis C,C
Sorafenib,9.0,Hepatocellular Carcinoma,B
Bee pollen,10.0,Herbal Supplementation,A
Royal jelly,10.0,Herbal Supplementation,A
Slippery elm,10.0,Herbal Supplementation,A
Turmeric,9.6,Herbal Supplementation,A
Lecithin,9.5,Herbal Supplementation,A
Scullcap,9.0,Herbal Supplementation,B
Milk thistle,8.0,Herbal Supplementation,C
Creatine,7.0,Herbal Supplementation,C
Pennyroyal,7.0,Herbal Supplementation,C
C1 esterase inhibitor (human),10.0,Hereditary Angioedema,A
Cinryze,10.0,Hereditary Angioedema,A
Conestat alfa,10.0,Hereditary Angioedema,A
Ecallantide,10.0,Hereditary Angioedema,A
Firazyr,10.0,Hereditary Angioedema,A
Icatibant,10.0,Hereditary Angioedema,A
Ruconest,10.0,Hereditary Angioedema,A
Blistex,10.0,Herpes Simplex,A
Abreva,9.301204819277109,Herpes Simplex,A
Acyclovir,9.271604938271604,Herpes Simplex,A
Zovirax,9.25,Herpes Simplex,A
Docosanol,9.241758241758241,Herpes Simplex,A
Allantoin / camphor / phenol,9.0,Herpes Simplex,B
Ganciclovir,10.0,Herpes Simplex Dendritic Keratitis,A
Famciclovir,9.217391304347826,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",A
Valacyclovir,9.693396226415095,"Herpes Simplex, Suppression",A
Lysine,9.647058823529411,"Herpes Simplex, Suppression",A
Valtrex,9.611510791366907,"Herpes Simplex, Suppression",A
Zostavax,10.0,"Herpes Zoster, Prophylaxis",A
Zoster vaccine live,10.0,"Herpes Zoster, Prophylaxis",A
Thorazine,9.444444444444445,Hiccups,A
Aldactazide,10.0,High Blood Pressure,A
Atenolol / chlorthalidone,10.0,High Blood Pressure,A
Bendroflumethiazide / nadolol,10.0,High Blood Pressure,A
Chlorthalidone,10.0,High Blood Pressure,A
Corzide 80 / 5,10.0,High Blood Pressure,A
Eplerenone,10.0,High Blood Pressure,A
Exforge HCT,10.0,High Blood Pressure,A
Fosinopril,10.0,High Blood Pressure,A
Indapamide,10.0,High Blood Pressure,A
Inspra,10.0,High Blood Pressure,A
Lotensin,10.0,High Blood Pressure,A
Nifedical XL,10.0,High Blood Pressure,A
Tarka,10.0,High Blood Pressure,A
Zestoretic,10.0,High Blood Pressure,A
Avalide,9.666666666666666,High Blood Pressure,A
Edarbi,9.666666666666666,High Blood Pressure,A
Reserpine,9.666666666666666,High Blood Pressure,A
Valturna,9.666666666666666,High Blood Pressure,A
Amlodipine / olmesartan,9.517241379310345,High Blood Pressure,A
Acebutolol,9.5,High Blood Pressure,A
Caduet,9.5,High Blood Pressure,A
Diovan HCT,9.5,High Blood Pressure,A
Methyldopa,9.5,High Blood Pressure,A
Plendil,9.5,High Blood Pressure,A
Sectral,9.5,High Blood Pressure,A
Azor,9.428571428571429,High Blood Pressure,A
Edarbyclor,9.4,High Blood Pressure,A
Hydrochlorothiazide / irbesartan,9.4,High Blood Pressure,A
Twynsta,9.4,High Blood Pressure,A
Amlodipine / telmisartan,9.333333333333334,High Blood Pressure,A
Azilsartan medoxomil,9.333333333333334,High Blood Pressure,A
Captopril,9.333333333333334,High Blood Pressure,A
Catapres-TTS,9.333333333333334,High Blood Pressure,A
Hydrochlorothiazide / telmisartan,9.333333333333334,High Blood Pressure,A
Micardis HCT,9.333333333333334,High Blood Pressure,A
Tekturna HCT,9.333333333333334,High Blood Pressure,A
Hydrochlorothiazide / losartan,9.285714285714286,High Blood Pressure,A
Maxzide,9.25,High Blood Pressure,A
Perindopril,9.25,High Blood Pressure,A
Trandolapril / verapamil,9.25,High Blood Pressure,A
Bystolic,9.2,High Blood Pressure,A
Hyzaar,9.2,High Blood Pressure,A
Doxazosin,9.133333333333333,High Blood Pressure,A
Amlodipine / hydrochlorothiazide / olmesartan,9.125,High Blood Pressure,A
Olmesartan,9.11320754716981,High Blood Pressure,A
Nebivolol,9.092105263157896,High Blood Pressure,A
Aliskiren,9.076923076923077,High Blood Pressure,A
Benicar,9.075,High Blood Pressure,A
Toprol-XL,9.041666666666666,High Blood Pressure,A
Aliskiren / hydrochlorothiazide,9.0,High Blood Pressure,B
Amlodipine / atorvastatin,9.0,High Blood Pressure,B
Benicar HCT,9.0,High Blood Pressure,B
Coreg CR,9.0,High Blood Pressure,B
Hydrochlorothiazide / olmesartan,9.0,High Blood Pressure,B
Hydrochlorothiazide / valsartan,9.0,High Blood Pressure,B
Lopressor,9.0,High Blood Pressure,B
Micardis,9.0,High Blood Pressure,B
Monopril,9.0,High Blood Pressure,B
Telmisartan,9.0,High Blood Pressure,B
Tenoretic 50,9.0,High Blood Pressure,B
Amlodipine,8.949367088607595,High Blood Pressure,B
Tekturna,8.933333333333334,High Blood Pressure,B
Atenolol,8.91764705882353,High Blood Pressure,B
Ramipril,8.916666666666666,High Blood Pressure,B
Cozaar,8.909090909090908,High Blood Pressure,B
Hydrochlorothiazide / lisinopril,8.894736842105264,High Blood Pressure,B
Diovan,8.88,High Blood Pressure,B
Lisinopril,8.856060606060606,High Blood Pressure,B
Amlodipine / benazepril,8.833333333333334,High Blood Pressure,B
Azilsartan medoxomil / chlorthalidone,8.8,High Blood Pressure,B
Lotrel,8.8,High Blood Pressure,B
Prinivil,8.8,High Blood Pressure,B
Hydrochlorothiazide,8.75,High Blood Pressure,B
Irbesartan,8.75,High Blood Pressure,B
Tribenzor,8.7,High Blood Pressure,B
Losartan,8.566265060240964,High Blood Pressure,B
Atacand,8.5,High Blood Pressure,B
Metoprolol Tartrate,8.5,High Blood Pressure,B
Benazepril,8.428571428571429,High Blood Pressure,B
Candesartan,8.428571428571429,High Blood Pressure,B
Avapro,8.333333333333334,High Blood Pressure,B
Exforge,8.285714285714286,High Blood Pressure,B
Zestril,8.25,High Blood Pressure,B
Bisoprolol / hydrochlorothiazide,8.0,High Blood Pressure,C
Hydrochlorothiazide / moexipril,8.0,High Blood Pressure,C
Moexipril,8.0,High Blood Pressure,C
Prinzide,8.0,High Blood Pressure,C
Procardia XL,8.0,High Blood Pressure,C
Uniretic,8.0,High Blood Pressure,C
Univasc,8.0,High Blood Pressure,C
Ziac,8.0,High Blood Pressure,C
Labetalol,7.0,High Blood Pressure,C
Normodyne,7.0,High Blood Pressure,C
Quinapril,7.0,High Blood Pressure,C
B3-500-Gr,10.0,High Cholesterol,A
Red yeast rice,10.0,High Cholesterol,A
Slo-Niacin,10.0,High Cholesterol,A
Repatha,9.764705882352942,High Cholesterol,A
Ezetimibe / simvastatin,9.714285714285714,High Cholesterol,A
Lopid,9.666666666666666,High Cholesterol,A
Lovastatin,9.6,High Cholesterol,A
Vytorin,9.555555555555555,High Cholesterol,A
Praluent,9.538461538461538,High Cholesterol,A
Ezetimibe,9.375,High Cholesterol,A
Zocor,9.333333333333334,High Cholesterol,A
Zetia,9.307692307692308,High Cholesterol,A
Gemfibrozil,9.25,High Cholesterol,A
Crestor,9.206896551724139,High Cholesterol,A
Simvastatin,9.125,High Cholesterol,A
Atorvastatin,9.088235294117647,High Cholesterol,A
Pravachol,9.0,High Cholesterol,B
Pitavastatin,8.882352941176471,High Cholesterol,B
Livalo,8.777777777777779,High Cholesterol,B
Lipitor,8.75,High Cholesterol,B
Pravastatin,8.714285714285714,High Cholesterol,B
Fenofibric acid,8.375,High Cholesterol,B
Niacin / simvastatin,8.25,High Cholesterol,B
Altoprev,9.5,"High Cholesterol, Familial Heterozygous",A
Rosuvastatin,9.472222222222221,"High Cholesterol, Familial Heterozygous",A
Alirocumab,9.357142857142858,"High Cholesterol, Familial Heterozygous",A
Mevacor,9.0,"High Cholesterol, Familial Heterozygous",B
Evolocumab,9.714285714285714,"High Cholesterol, Familial Homozygous",A
Vaniqa,9.653846153846153,Hirsutism,A
Eflornithine,9.333333333333334,Hirsutism,A
Bazedoxifene / conjugated estrogens,10.0,Hot Flashes,A
Estratest,10.0,Hot Flashes,A
Evening Primrose Oil,9.75,Hot Flashes,A
Duavee,9.5,Hot Flashes,A
Gabapentin,9.065359477124183,Hot Flashes,A
Brisdelle,8.642857142857142,Hot Flashes,B
Aldara,9.31578947368421,Human Papilloma Virus,A
Cimetidine,9.166666666666666,Human Papilloma Virus,A
Tagamet,9.0,Human Papilloma Virus,B
Podophyllum resin,7.0,Human Papilloma Virus,C
Gardasil,9.555555555555555,Human Papillomavirus Prophylaxis,A
Human papillomavirus vaccine,9.555555555555555,Human Papillomavirus Prophylaxis,A
Xerac AC,10.0,Hyperhidrosis,A
